"V1","V2"
"OR11L1","Extracellular"
"HP","Extracellular"
"HIST1H4L","Extracellular"
"WWP2","Extracellular"
"PSMD12","Extracellular"
"ACMSD","Extracellular"
"TMPRSS11F","Extracellular"
"HIST1H2BH","Extracellular"
"RAB19","Extracellular"
"THRB","Extracellular"
"PLD3","Extracellular"
"HIST1H2BE","Extracellular"
"CCDC25","Extracellular"
"MAN1A2","Extracellular"
"DYNC1H1","Extracellular"
"ABCC11","Extracellular"
"ATP5C1","Extracellular"
"ITGAL","Extracellular"
"SPTBN1","Extracellular"
"GOLGA4","Extracellular"
"FIGNL1","Extracellular"
"RAB18","Extracellular"
"HIST1H2BK","Extracellular"
"SCRIB","Extracellular"
"XPNPEP3","Extracellular"
"UBE2D3","Extracellular"
"SFPQ","Extracellular"
"HIST1H2AL","Extracellular"
"ASNA1","Extracellular"
"ACTB","Extracellular"
"MVP","Extracellular"
"MOV10","Extracellular"
"POTEF","Extracellular"
"HIST1H4K","Extracellular"
"BRPF3","Extracellular"
"HIST1H3A","Extracellular"
"SLC30A7","Extracellular"
"CREB5","Extracellular"
"DDC","Extracellular"
"SYNE2","Extracellular"
"SMARCA4","Extracellular"
"HIST4H4","Extracellular"
"VPS13D","Extracellular"
"DNM3","Extracellular"
"CTSE","Extracellular"
"ZNF238","Extracellular"
"HIST1H2AI","Extracellular"
"NUDT3","Extracellular"
"VCP","Extracellular"
"C17orf80","Extracellular"
"CD163","Extracellular"
"ANXA8L1","Extracellular"
"HIST1H2AG","Extracellular"
"MYOF","Extracellular"
"HIST1H3J","Extracellular"
"CD2AP","Extracellular"
"CMTM5","Extracellular"
"PLCG2","Extracellular"
"TRPV6","Extracellular"
"RPE","Extracellular"
"PCBP2","Extracellular"
"HIST1H2BM","Extracellular"
"C1orf116","Extracellular"
"ATP6V1H","Extracellular"
"AKR1B10","Extracellular"
"AP4M1","Extracellular"
"RYR1","Extracellular"
"ZSWIM5","Extracellular"
"HIST1H2AM","Extracellular"
"OSCAR","Extracellular"
"HIBCH","Extracellular"
"MB","Extracellular"
"SOGA2","Extracellular"
"HIST1H4A","Extracellular"
"ARHGEF18","Extracellular"
"PTPRF","Extracellular"
"HIST1H2BF","Extracellular"
"SRSF2","Extracellular"
"HLA-DRB1","Extracellular"
"TFRC","Extracellular"
"SCNN1A","Extracellular"
"MAP4","Extracellular"
"MSN","Extracellular"
"RAB5B","Extracellular"
"MYLK","Extracellular"
"HIST1H3E","Extracellular"
"HIST1H4E","Extracellular"
"MME","Extracellular"
"GSTCD","Extracellular"
"DPP3","Extracellular"
"MMP17","Extracellular"
"TLR9","Extracellular"
"GYPA","Extracellular"
"DNAJC5","Extracellular"
"EIF3B","Extracellular"
"PPP1R13L","Extracellular"
"NCKAP1","Extracellular"
"GFPT1","Extracellular"
"RAB25","Extracellular"
"ATP1A2","Extracellular"
"FAN1","Extracellular"
"PNP","Extracellular"
"KIFAP3","Extracellular"
"LSR","Extracellular"
"CMTM3","Extracellular"
"PPT2","Extracellular"
"SMURF1","Extracellular"
"FAM63A","Extracellular"
"BHLHB9","Extracellular"
"SMC3","Extracellular"
"RPL12","Extracellular"
"FAM125B","Extracellular"
"ABHD14B","Extracellular"
"MT-CO2","Extracellular"
"RASSF9","Extracellular"
"NOTCH2NL","Extracellular"
"CAPZA2","Extracellular"
"PCDH15","Extracellular"
"C1orf191","Extracellular"
"ILF2","Extracellular"
"KRT19","Extracellular"
"SUCNR1","Extracellular"
"HMGN2","Extracellular"
"CDC42BPB","Extracellular"
"RPL39","Extracellular"
"CD47","Extracellular"
"CNTF","Extracellular"
"AKR7A3","Extracellular"
"SLC26A11","Extracellular"
"MPHOSPH8","Extracellular"
"SCCPDH","Extracellular"
"KMO","Extracellular"
"FH","Extracellular"
"RYR2","Extracellular"
"ACTN2","Extracellular"
"NTPCR","Extracellular"
"ACTA1","Extracellular"
"HIST3H2A","Extracellular"
"HIST3H3","Extracellular"
"PRSS38","Extracellular"
"CDC42BPA","Extracellular"
"H3F3A","Extracellular"
"TMEM63A","Extracellular"
"MARC2","Extracellular"
"LYPLAL1","Extracellular"
"SLC22A2","Extracellular"
"VASH2","Extracellular"
"IRF6","Extracellular"
"MRPL18","Extracellular"
"ACAT2","Extracellular"
"SOD2","Extracellular"
"C4BPA","Extracellular"
"MAPKAPK2","Extracellular"
"PHLDA3","Extracellular"
"PCMT1","Extracellular"
"FAM129A","Extracellular"
"UTRN","Extracellular"
"MR1","Extracellular"
"VTA1","Extracellular"
"CACYBP","Extracellular"
"HBS1L","Extracellular"
"DDR2","Extracellular"
"STX7","Extracellular"
"UFC1","Extracellular"
"PFDN2","Extracellular"
"COPA","Extracellular"
"ARG1","Extracellular"
"MNDA","Extracellular"
"HDGF","Extracellular"
"CRABP2","Extracellular"
"NES","Extracellular"
"SOGA3","Extracellular"
"LMNA","Extracellular"
"SMPDL3A","Extracellular"
"PMVK","Extracellular"
"TPM3","Extracellular"
"ECHS1","Extracellular"
"RAB13","Extracellular"
"CRTC2","Extracellular"
"MARCKS","Extracellular"
"CLRN3","Extracellular"
"ADAM12","Extracellular"
"S100A8","Extracellular"
"S100A9","Extracellular"
"HRNR","Extracellular"
"TUFT1","Extracellular"
"SELENBP1","Extracellular"
"ACADSB","Extracellular"
"PLEKHA1","Extracellular"
"TIAL1","Extracellular"
"HIST2H2BE","Extracellular"
"HIST2H4B","Extracellular"
"HIST2H2AA3","Extracellular"
"HIST1H3H","Extracellular"
"HIST2H4A","Extracellular"
"HSPA12A","Extracellular"
"NHLRC2","Extracellular"
"PEX11B","Extracellular"
"PHGDH","Extracellular"
"CD58","Extracellular"
"NRAS","Extracellular"
"SLC16A1","Extracellular"
"PRSS35","Extracellular"
"CCDC147","Extracellular"
"GSTO1","Extracellular"
"ATP5F1","Extracellular"
"SLK","Extracellular"
"STRIP1","Extracellular"
"SH3BGRL2","Extracellular"
"INA","Extracellular"
"FLNA","Extracellular"
"ACTR1A","Extracellular"
"MYO6","Extracellular"
"TNFRSF6B","Extracellular"
"STXBP3","Extracellular"
"VAV3","Extracellular"
"AMY1C","Extracellular"
"COX7A2","Extracellular"
"AMY1A","Extracellular"
"C20orf195","Extracellular"
"PDZD7","Extracellular"
"FAM178A","Extracellular"
"RPL5","Extracellular"
"PRRG3","Extracellular"
"MTM1","Extracellular"
"GBP6","Extracellular"
"GBP1","Extracellular"
"UBE2NL","Extracellular"
"GOT1","Extracellular"
"COL24A1","Extracellular"
"ZNHIT6","Extracellular"
"BAI3","Extracellular"
"FGF13","Extracellular"
"RBMX","Extracellular"
"HOGA1","Extracellular"
"PTP4A1","Extracellular"
"PRKACB","Extracellular"
"PTGFR","Extracellular"
"GIPC2","Extracellular"
"DNAJB4","Extracellular"
"PSMA7","Extracellular"
"IGSF1","Extracellular"
"CTH","Extracellular"
"PGAM1","Extracellular"
"SERBP1","Extracellular"
"PGM1","Extracellular"
"GNAS","Extracellular"
"OCRL","Extracellular"
"PKHD1","Extracellular"
"INADL","Extracellular"
"ENTPD1","Extracellular"
"PPAP2B","Extracellular"
"GPR110","Extracellular"
"ACOT11","Extracellular"
"ARRDC1","Extracellular"
"CEP55","Extracellular"
"MAN1B1","Extracellular"
"PARD6B","Extracellular"
"RAB3B","Extracellular"
"LCN8","Extracellular"
"PMPCA","Extracellular"
"UBAC1","Extracellular"
"SPATA6","Extracellular"
"STAU1","Extracellular"
"SLC6A14","Extracellular"
"AGTR2","Extracellular"
"PTEN","Extracellular"
"NCOA3","Extracellular"
"RPL7A","Extracellular"
"C10orf116","Extracellular"
"GHITM","Extracellular"
"NRG3","Extracellular"
"AIF1L","Extracellular"
"PCIF1","Extracellular"
"CCDC23","Extracellular"
"YBX1","Extracellular"
"PPCS","Extracellular"
"WFDC6","Extracellular"
"SPTAN1","Extracellular"
"ZMPSTE24","Extracellular"
"CAP1","Extracellular"
"PPIE","Extracellular"
"ADA","Extracellular"
"ANXA7","Extracellular"
"DNM1","Extracellular"
"DNAJC9","Extracellular"
"UTP11L","Extracellular"
"TSPAN6","Extracellular"
"AK1","Extracellular"
"ENG","Extracellular"
"SH3BGRL","Extracellular"
"PPA1","Extracellular"
"PSMB2","Extracellular"
"SAR1A","Extracellular"
"H2AFY2","Extracellular"
"TSPAN15","Extracellular"
"ITM2A","Extracellular"
"STXBP1","Extracellular"
"FAM129B","Extracellular"
"PGK1","Extracellular"
"YARS","Extracellular"
"PABPC1L2A","Extracellular"
"PABPC1L2B","Extracellular"
"MARCKSL1","Extracellular"
"EIF3I","Extracellular"
"TXLNA","Extracellular"
"RPS4X","Extracellular"
"PIN4","Extracellular"
"PPIL1","Extracellular"
"FABP3","Extracellular"
"DSN1","Extracellular"
"RAB14","Extracellular"
"RPL10A","Extracellular"
"STX12","Extracellular"
"DES","Extracellular"
"FGR","Extracellular"
"ATP6V1G1","Extracellular"
"KIF12","Extracellular"
"ANXA8L2","Extracellular"
"GNG10","Extracellular"
"DLG3","Extracellular"
"ALOX5","Extracellular"
"KIF4A","Extracellular"
"EIF6","Extracellular"
"GALE","Extracellular"
"RPL11","Extracellular"
"AOX1","Extracellular"
"CCNY","Extracellular"
"SLC44A1","Extracellular"
"ABCA1","Extracellular"
"HLA-DMA","Extracellular"
"ALDOB","Extracellular"
"PSMB8","Extracellular"
"ECE1","Extracellular"
"AGER","Extracellular"
"VWA5B1","Extracellular"
"XPA","Extracellular"
"H2AFX","Extracellular"
"C9orf174","Extracellular"
"FBP1","Extracellular"
"FBP2","Extracellular"
"PADI1","Extracellular"
"PADI2","Extracellular"
"CROCC","Extracellular"
"NEU1","Extracellular"
"IARS","Extracellular"
"HSPA1A","Extracellular"
"HSPA1L","Extracellular"
"ASXL1","Extracellular"
"KIF3B","Extracellular"
"SPEN","Extracellular"
"AGMAT","Extracellular"
"BAG6","Extracellular"
"PRRC2A","Extracellular"
"LRRC38","Extracellular"
"ABI1","Extracellular"
"GGACT","Extracellular"
"HNRNPK","Extracellular"
"PLP2","Extracellular"
"STXBP4","Extracellular"
"TM9SF2","Extracellular"
"FLOT1","Extracellular"
"GRIPAP1","Extracellular"
"STK24","Extracellular"
"CTTN","Extracellular"
"PSAT1","Extracellular"
"TMC4","Extracellular"
"GNL1","Extracellular"
"ENTPD6","Extracellular"
"WAS","Extracellular"
"COMMD3","Extracellular"
"GPR180","Extracellular"
"GABBR1","Extracellular"
"TMEM2","Extracellular"
"CORT","Extracellular"
"SLITRK1","Extracellular"
"NEBL","Extracellular"
"PRKACG","Extracellular"
"FTL","Extracellular"
"HIST1H4B","Extracellular"
"SLC39A12","Extracellular"
"HIST1H2BL","Extracellular"
"SLC2A5","Extracellular"
"CLN5","Extracellular"
"HIST1H2AH","Extracellular"
"SLC22A12","Extracellular"
"DNAJC11","Extracellular"
"UCHL3","Extracellular"
"TBC1D4","Extracellular"
"HIST1H2BI","Extracellular"
"HIST1H4F","Extracellular"
"FRMPD1","Extracellular"
"HIST1H3D","Extracellular"
"DPP6","Extracellular"
"HIST1H4C","Extracellular"
"ACOT7","Extracellular"
"SLC22A6","Extracellular"
"GKN1","Extracellular"
"SCGN","Extracellular"
"LECT1","Extracellular"
"AHNAK","Extracellular"
"CKAP4","Extracellular"
"VPS36","Extracellular"
"MAOB","Extracellular"
"PGA4","Extracellular"
"CASK","Extracellular"
"TPRG1L","Extracellular"
"CCL3L3","Extracellular"
"PKHD1L1","Extracellular"
"ITM2B","Extracellular"
"PRKCZ","Extracellular"
"LGALS7","Extracellular"
"PRRG1","Extracellular"
"SUCLA2","Extracellular"
"ZFC3H1","Extracellular"
"KIF3A","Extracellular"
"VWA8","Extracellular"
"ISG15","Extracellular"
"NAA16","Extracellular"
"XDH","Extracellular"
"CMTM1","Extracellular"
"TOM1L2","Extracellular"
"CNKSR2","Extracellular"
"SNX2","Extracellular"
"KIFC3","Extracellular"
"EXOSC9","Extracellular"
"GPR56","Extracellular"
"EEF1E1","Extracellular"
"DNAJA1","Extracellular"
"DSP","Extracellular"
"GPR64","Extracellular"
"RREB1","Extracellular"
"KRT6A","Extracellular"
"C9orf72","Extracellular"
"KRT81","Extracellular"
"TEK","Extracellular"
"STEAP4","Extracellular"
"SYAP1","Extracellular"
"MTAP","Extracellular"
"GDI2","Extracellular"
"FAM50B","Extracellular"
"HBD","Extracellular"
"MLLT3","Extracellular"
"TUBB2A","Extracellular"
"TBCA","Extracellular"
"BPHL","Extracellular"
"PTPRA","Extracellular"
"ZNF763","Extracellular"
"AKR1C3","Extracellular"
"SH3GL2","Extracellular"
"CNTLN","Extracellular"
"HADHA","Extracellular"
"SLC46A3","Extracellular"
"GMDS","Extracellular"
"AREGB","Extracellular"
"AKR1C1","Extracellular"
"SHROOM2","Extracellular"
"ERBB2IP","Extracellular"
"NLN","Extracellular"
"DUT","Extracellular"
"SLC12A1","Extracellular"
"TTC38","Extracellular"
"PFKP","Extracellular"
"ARSE","Extracellular"
"IL33","Extracellular"
"TGM3","Extracellular"
"ATP8A1","Extracellular"
"ASAH1","Extracellular"
"GART","Extracellular"
"CDC37L1","Extracellular"
"CTNS","Extracellular"
"RFC1","Extracellular"
"PGM2","Extracellular"
"ZG16B","Extracellular"
"FSCN1","Extracellular"
"RP1L1","Extracellular"
"DEFA1","Extracellular"
"DEFA1B","Extracellular"
"PSME1","Extracellular"
"ENSG00000206171","Extracellular"
"SNRNP25","Extracellular"
"CPNE9","Extracellular"
"KRT18","Extracellular"
"DUOX2","Extracellular"
"H2AFJ","Extracellular"
"RAPGEF3","Extracellular"
"GARS","Extracellular"
"VWA3A","Extracellular"
"ADAMTS20","Extracellular"
"GPX2","Extracellular"
"SQSTM1","Extracellular"
"ENSG00000212857","Extracellular"
"LAD1","Extracellular"
"SPHKAP","Extracellular"
"SNX9","Extracellular"
"RAN","Extracellular"
"ASH1L","Extracellular"
"GPRC5C","Extracellular"
"PDCD10","Extracellular"
"CSH2","Extracellular"
"NME1-NME2","Extracellular"
"NME2","Extracellular"
"ALDH1L1","Extracellular"
"G6PD","Extracellular"
"MON2","Extracellular"
"ARHGAP9","Extracellular"
"CNP","Extracellular"
"KRT35","Extracellular"
"MTHFD2","Extracellular"
"RPL24","Extracellular"
"NIT2","Extracellular"
"CHD2","Extracellular"
"ANXA4","Extracellular"
"RPL23","Extracellular"
"MST4","Extracellular"
"ACTN1","Extracellular"
"CCT4","Extracellular"
"CCL4L2","Extracellular"
"RPL34","Extracellular"
"ADH6","Extracellular"
"NRG4","Extracellular"
"FLOT2","Extracellular"
"GPT","Extracellular"
"PHF15","Extracellular"
"CLDN3","Extracellular"
"CDK1","Extracellular"
"LGALS9","Extracellular"
"SLC5A10","Extracellular"
"EXT2","Extracellular"
"CDKL1","Extracellular"
"ATP6V1C1","Extracellular"
"BCAS1","Extracellular"
"SLC5A12","Extracellular"
"MOB1A","Extracellular"
"ZNF445","Extracellular"
"UEVLD","Extracellular"
"TMC5","Extracellular"
"TAX1BP1","Extracellular"
"MYH11","Extracellular"
"AMPD3","Extracellular"
"RPS8","Extracellular"
"GATM","Extracellular"
"TMEM106B","Extracellular"
"CARD11","Extracellular"
"MOCS2","Extracellular"
"HIST1H2BN","Extracellular"
"UBE2G1","Extracellular"
"TULP3","Extracellular"
"PAFAH1B1","Extracellular"
"ERMN","Extracellular"
"PLAA","Extracellular"
"NEB","Extracellular"
"HAGH","Extracellular"
"CEP250","Extracellular"
"VPS29","Extracellular"
"ARHGEF12","Extracellular"
"MUC16","Extracellular"
"PRKRIP1","Extracellular"
"ENSG00000258818","Extracellular"
"EPHB1","Extracellular"
"HDDC2","Extracellular"
"CHTF8","Extracellular"
"NSF","Extracellular"
"PRPS2","Extracellular"
"FRMD4B","Extracellular"
"TMPRSS2","Extracellular"
"GSTP1","Extracellular"
"SLC38A1","Extracellular"
"UBE2D2","Extracellular"
"C4orf29","Extracellular"
"SEPT7","Extracellular"
"CTNND1","Extracellular"
"DOPEY2","Extracellular"
"MYO5A","Extracellular"
"N4BP2L2","Extracellular"
"ABCC1","Extracellular"
"COL28A1","Extracellular"
"ROCK1","Extracellular"
"DDX3X","Extracellular"
"MTRNR2L4","Extracellular"
"COLEC12","Extracellular"
"PCBP3","Extracellular"
"NEDD4L","Extracellular"
"DSCAM","Extracellular"
"TFIP11","Extracellular"
"CUL4B","Extracellular"
"WDR60","Extracellular"
"ACY1","Extracellular"
"CLDN5","Extracellular"
"GPR98","Extracellular"
"FAM59B","Extracellular"
"DDX11","Extracellular"
"PSG4","Extracellular"
"FAM49B","Extracellular"
"RIMS2","Extracellular"
"TBC1D10A","Extracellular"
"HIST2H3A","Extracellular"
"KCNMA1","Extracellular"
"MBD5","Extracellular"
"C2orf16","Extracellular"
"APOL6","Extracellular"
"ALAD","Extracellular"
"MYO7B","Extracellular"
"PSMD14","Extracellular"
"RPL31","Extracellular"
"KCMF1","Extracellular"
"C4orf48","Extracellular"
"CXCR4","Extracellular"
"UXS1","Extracellular"
"ALDH7A1","Extracellular"
"RAB1A","Extracellular"
"HMCN2","Extracellular"
"KIF4B","Extracellular"
"OAS1","Extracellular"
"ARPC4","Extracellular"
"CASP4","Extracellular"
"CHEK1","Extracellular"
"AP1M1","Extracellular"
"NAGK","Extracellular"
"RPL23A","Extracellular"
"FXYD3","Extracellular"
"SCN10A","Extracellular"
"IRAK4","Extracellular"
"SH3GL3","Extracellular"
"AGR2","Extracellular"
"PTPN6","Extracellular"
"MTMR11","Extracellular"
"EFTUD2","Extracellular"
"SLC13A2","Extracellular"
"POTEI","Extracellular"
"RPS18","Extracellular"
"FGFR1","Extracellular"
"RPL35A","Extracellular"
"ARHGAP23","Extracellular"
"SLC4A4","Extracellular"
"AZI1","Extracellular"
"PTPN13","Extracellular"
"CADM1","Extracellular"
"MECP2","Extracellular"
"JAM3","Extracellular"
"GNL3","Extracellular"
"PLA2G4B","Extracellular"
"WASF2","Extracellular"
"IK","Extracellular"
"HDHD1","Extracellular"
"HEATR8","Extracellular"
"NTM","Extracellular"
"PSMD13","Extracellular"
"TSTA3","Extracellular"
"LRRC70","Extracellular"
"FAM65A","Extracellular"
"SNRPE","Extracellular"
"OTOGL","Extracellular"
"TMEM8A","Extracellular"
"NAPRT1","Extracellular"
"PSMC6","Extracellular"
"SLC12A3","Extracellular"
"C1QTNF5","Extracellular"
"CPAMD8","Extracellular"
"OTUB1","Extracellular"
"ENSG00000228325","Extracellular"
"SH3D21","Extracellular"
"GAMT","Extracellular"
"CGB8","Extracellular"
"TENM1","Extracellular"
"TKT","Extracellular"
"CCL4L1","Extracellular"
"GPI","Extracellular"
"TMED7","Extracellular"
"ENSG00000224916","Extracellular"
"DNAJC7","Extracellular"
"ZBTB38","Extracellular"
"SLC9A3R2","Extracellular"
"IMPA1","Extracellular"
"PRKCA","Extracellular"
"DCTN2","Extracellular"
"ANO6","Extracellular"
"EFCAB4B","Extracellular"
"ACADM","Extracellular"
"CASP1","Extracellular"
"STMN1","Extracellular"
"GBE1","Extracellular"
"MARK3","Extracellular"
"RAB3GAP1","Extracellular"
"PDCD6IP","Extracellular"
"CPNE4","Extracellular"
"PGAM4","Extracellular"
"SNRPB","Extracellular"
"URM1","Extracellular"
"KRT3","Extracellular"
"CPSF3L","Extracellular"
"HID1","Extracellular"
"TOM1","Extracellular"
"EFNA4","Extracellular"
"CTSO","Extracellular"
"ZNF177","Extracellular"
"PROM1","Extracellular"
"GGTLC3","Extracellular"
"OAZ3","Extracellular"
"SLC2A1","Extracellular"
"CFB","Extracellular"
"DERA","Extracellular"
"ACTBL2","Extracellular"
"MUC15","Extracellular"
"DHX36","Extracellular"
"SLC15A2","Extracellular"
"EIF2A","Extracellular"
"ROBO2","Extracellular"
"CD289","Extracellular"
"DBNL","Extracellular"
"PPM1L","Extracellular"
"ZBTB8OS","Extracellular"
"UBN2","Extracellular"
"SH3GLB1","Extracellular"
"PPIA","Extracellular"
"NUDT5","Extracellular"
"GGTLC2","Extracellular"
"GSTA2","Extracellular"
"FLNB","Extracellular"
"ADH7","Extracellular"
"ARMC8","Extracellular"
"PRB1","Extracellular"
"PCDHA1","Extracellular"
"SERINC5","Extracellular"
"SEPP1","Extracellular"
"SNF8","Extracellular"
"XPNPEP1","Extracellular"
"PDGFC","Extracellular"
"TMEM33","Extracellular"
"RNASET2","Extracellular"
"H2AFY","Extracellular"
"ENSG00000249139","Extracellular"
"DEFB4B","Extracellular"
"WDR1","Extracellular"
"SERPINE3","Extracellular"
"VDAC3","Extracellular"
"LYN","Extracellular"
"RPS20","Extracellular"
"EIF3H","Extracellular"
"SBSN","Extracellular"
"MCF2","Extracellular"
"SLIT3","Extracellular"
"PLCD1","Extracellular"
"GSTK1","Extracellular"
"IGLL5","Extracellular"
"FAU","Extracellular"
"TPT1","Extracellular"
"SAMD1","Extracellular"
"LKN1","Extracellular"
"CHMP1B","Extracellular"
"BRK1","Extracellular"
"PCDHA6","Extracellular"
"SPRN","Extracellular"
"RPS3","Extracellular"
"FZD4","Extracellular"
"TXNRD1","Extracellular"
"MUC5AC","Extracellular"
"RPS13","Extracellular"
"ECHDC1","Extracellular"
"GALNT4","Extracellular"
"MTRNR2L5","Extracellular"
"MDH1","Extracellular"
"TRMT112","Extracellular"
"PPIAL4A","Extracellular"
"POTEE","Extracellular"
"MTRNR2L1","Extracellular"
"HIST1H3C","Extracellular"
"HIST1H3G","Extracellular"
"MTRNR2L8","Extracellular"
"MTRNR2L7","Extracellular"
"MCF2L","Extracellular"
"DBI","Extracellular"
"SYTL1","Extracellular"
"ENSG00000205147","Extracellular"
"HPR","Extracellular"
"DMXL2","Extracellular"
"PHB2","Extracellular"
"MTRNR2L10","Extracellular"
"POLG2","Extracellular"
"MTRNR2L3","Extracellular"
"PPIAL4B","Extracellular"
"SLC1A5","Extracellular"
"HIST1H3F","Extracellular"
"LDHA","Extracellular"
"SLC5A8","Extracellular"
"C3orf33","Extracellular"
"CLTCL1","Extracellular"
"HIST2H2BF","Extracellular"
"PRSS58","Extracellular"
"MGAM","Extracellular"
"LIN7A","Extracellular"
"BLOC1S1","Extracellular"
"CEP290","Extracellular"
"NACA","Extracellular"
"PAH","Extracellular"
"APAF1","Extracellular"
"TBC1D15","Extracellular"
"PPFIA2","Extracellular"
"ALDH6A1","Extracellular"
"MTHFD1","Extracellular"
"RNASE12","Extracellular"
"VTI1B","Extracellular"
"ENSG00000259131","Extracellular"
"ENSG00000258643","Extracellular"
"LY75","Extracellular"
"TUBB3","Extracellular"
"EML5","Extracellular"
"EPPIN","Extracellular"
"KRT86","Extracellular"
"ETFA","Extracellular"
"LY6K","Extracellular"
"HC3","Extracellular"
"C6orf174","Extracellular"
"CLEC19A","Extracellular"
"ELFN1","Extracellular"
"TRABD2B","Extracellular"
"SZT2","Extracellular"
"SMIM1","Extracellular"
"APOBR","Extracellular"
"CAMP","Extracellular"
"ANKFY1","Extracellular"
"LOC643669","Extracellular"
"TOM1L1","Extracellular"
"ENSG00000263203","Extracellular"
"NG3","Extracellular"
"COASY","Extracellular"
"ENSG00000266949","Extracellular"
"PDCD5","Extracellular"
"ENSG00000267179","Extracellular"
"APOC4","Extracellular"
"PLEKHH3","Extracellular"
"MTRNR2L2","Extracellular"
"PINLYP","Extracellular"
"RPS19","Extracellular"
"BAGE5","Extracellular"
"RPS28","Extracellular"
"ZNF446","Extracellular"
"RUVBL2","Extracellular"
"ARF5","Mitochondrion"
"NDUFAF7","Mitochondrion"
"CYP51A1","Mitochondrion"
"HSPB6","Mitochondrion"
"PDK4","Mitochondrion"
"IFRD1","Mitochondrion"
"CX3CL1","Mitochondrion"
"COPZ2","Mitochondrion"
"TRAPPC6A","Mitochondrion"
"WDR54","Mitochondrion"
"SPATA20","Mitochondrion"
"CEACAM7","Mitochondrion"
"TSR3","Mitochondrion"
"NDUFAB1","Mitochondrion"
"KRT33A","Mitochondrion"
"PGLYRP1","Mitochondrion"
"CAMK1G","Mitochondrion"
"CD74","Mitochondrion"
"DYRK4","Mitochondrion"
"MGST1","Mitochondrion"
"RANBP9","Mitochondrion"
"QPCTL","Mitochondrion"
"NME1","Mitochondrion"
"INMT","Mitochondrion"
"COX15","Mitochondrion"
"XYLT2","Mitochondrion"
"GABRA1","Mitochondrion"
"RTFDC1","Mitochondrion"
"AKAP11","Mitochondrion"
"CDH17","Mitochondrion"
"B4GALT7","Mitochondrion"
"FAM13B","Mitochondrion"
"CHPF2","Mitochondrion"
"LRRC7","Mitochondrion"
"OTC","Mitochondrion"
"TTC17","Mitochondrion"
"BEST2","Mitochondrion"
"RTN4R","Mitochondrion"
"PSMA4","Mitochondrion"
"FAM65C","Mitochondrion"
"ZPBP","Mitochondrion"
"DCN","Mitochondrion"
"TNFRSF17","Mitochondrion"
"MRPS10","Mitochondrion"
"THAP3","Mitochondrion"
"VAMP3","Mitochondrion"
"PPP1R3F","Mitochondrion"
"NNAT","Mitochondrion"
"RELT","Mitochondrion"
"ADCK2","Mitochondrion"
"STYK1","Mitochondrion"
"GNA11","Mitochondrion"
"MRPS35","Mitochondrion"
"APPBP2","Mitochondrion"
"CA11","Mitochondrion"
"ISOC2","Mitochondrion"
"GPKOW","Mitochondrion"
"ST6GALNAC1","Mitochondrion"
"KDM4B","Mitochondrion"
"CIC","Mitochondrion"
"KIF22","Mitochondrion"
"PRSS22","Mitochondrion"
"CEACAM1","Mitochondrion"
"YTHDC2","Mitochondrion"
"GOLGA5","Mitochondrion"
"PYGM","Mitochondrion"
"PDZD4","Mitochondrion"
"PRLH","Mitochondrion"
"FSTL3","Mitochondrion"
"VASH1","Mitochondrion"
"KRT14","Mitochondrion"
"KRT20","Mitochondrion"
"HSD17B10","Mitochondrion"
"FGF4","Mitochondrion"
"NMRK2","Mitochondrion"
"TIMM21","Mitochondrion"
"KEAP1","Mitochondrion"
"RDH8","Mitochondrion"
"ISOC1","Mitochondrion"
"AP3M2","Mitochondrion"
"ASNS","Mitochondrion"
"PTPN18","Mitochondrion"
"SCT","Mitochondrion"
"STK10","Mitochondrion"
"ALPK1","Mitochondrion"
"CA12","Mitochondrion"
"MAP2K5","Mitochondrion"
"C12orf5","Mitochondrion"
"FGF20","Mitochondrion"
"FAM107B","Mitochondrion"
"FAR2","Mitochondrion"
"NDUFB4","Mitochondrion"
"TMEM131","Mitochondrion"
"DMRT3","Mitochondrion"
"WISP2","Mitochondrion"
"UHRF1BP1","Mitochondrion"
"KIAA0141","Mitochondrion"
"PCDHB4","Mitochondrion"
"PLOD1","Mitochondrion"
"OXCT1","Mitochondrion"
"PILRA","Mitochondrion"
"RRN3","Mitochondrion"
"MOGAT2","Mitochondrion"
"DIMT1","Mitochondrion"
"MRPL28","Mitochondrion"
"CEACAM6","Mitochondrion"
"ADAM11","Mitochondrion"
"TGM6","Mitochondrion"
"MAPKAPK5","Mitochondrion"
"SIRT4","Mitochondrion"
"TRMT6","Mitochondrion"
"UQCRC1","Mitochondrion"
"LAG3","Mitochondrion"
"SPG21","Mitochondrion"
"GLG1","Mitochondrion"
"DLD","Mitochondrion"
"RGS17","Mitochondrion"
"HAUS4","Mitochondrion"
"OSGEP","Mitochondrion"
"MYL6B","Mitochondrion"
"TEKT2","Mitochondrion"
"UNC13D","Mitochondrion"
"XYLB","Mitochondrion"
"KRT23","Mitochondrion"
"RAB26","Mitochondrion"
"SEMA4G","Mitochondrion"
"GSTA3","Mitochondrion"
"TMEM14A","Mitochondrion"
"SIRT1","Mitochondrion"
"PSMD8","Mitochondrion"
"BCL7C","Mitochondrion"
"ATP5D","Mitochondrion"
"AMELY","Mitochondrion"
"FGF22","Mitochondrion"
"TECR","Mitochondrion"
"TIMM13","Mitochondrion"
"CDC34","Mitochondrion"
"POLRMT","Mitochondrion"
"MAPK12","Mitochondrion"
"MMP11","Mitochondrion"
"DDTL","Mitochondrion"
